534,0
535,1
536,0
537,0
538,0
539,0
540,0
541,0
542,1
543,0
544,0
545,0
546,0
547,0
548,0
549,1
550,0
551,1
552,1
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,1
564,1
565,1
566,0
567,0
568,1
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,0
579,0
580,1
581,1
582,0
583,1
584,0
585,0
586,0
587,1
588,0
589,0
590,0
591,0
592,0
593,1
594,1
595,1
596,1
597,0
598,0
599,1
600,0
601,0
602,1
603,0
604,1
605,0
606,1
607,0
608,0
609,1
610,1
611,1
612,0
613,1
614,0
615,1
616,1
617,1
618,0
619,0
620,0
621,0
622,0
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,0
631,1
632,0
633,1
634,0
635,0
636,0
637,0
638,1
639,0
640,1
641,0
642,1
643,1
644,1
645,0
646,1
647,0
648,1
649,0
650,0
651,0
652,0
653,0
654,0
655,1
656,0
657,1
658,0
659,0
660,0
661,1
662,1
663,0
664,0
665,1
666,0
667,0
668,1
669,0
670,1
671,1
672,0
673,0
674,1
675,1
676,1
677,0
678,1
679,0
680,0
681,0
682,1
683,0
684,0
685,0
686,0
687,1
688,1
689,0
690,0
691,0
692,1
693,0
694,0
695,0
696,0
697,1
698,1
699,0
700,1
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,1
710,1
711,0
712,1
713,0
714,0
715,0
716,1
717,1
718,0
719,0
720,1
721,0
722,0
723,1
724,0
725,0
726,1
727,0
728,0
729,1
730,0
731,0
732,0
733,0
734,1
735,1
736,0
737,1
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,0
746,1
747,0
748,1
749,0
750,1
751,0
752,0
753,0
754,1
755,1
756,0
757,0
758,0
759,0
760,0
761,1
762,0
763,1
764,1
765,1
766,0
767,0
768,0
769,1
770,1
771,0
772,1
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,1
781,0
782,1
783,0
784,0
785,1
786,0
787,0
788,1
789,0
790,0
791,0
792,1
793,0
794,1
795,1
796,0
797,0
798,1
799,1
800,0
801,0
802,0
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,1
817,0
818,0
819,1
820,0
821,0
822,1
823,1
824,1
825,0
826,0
827,0
828,1
829,0
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,1
838,0
839,1
840,1
841,0
842,1
843,1
844,1
845,0
846,1
847,1
848,0
849,1
850,0
851,1
852,0
853,0
854,0
855,1
856,0
857,0
858,0
859,0
860,1
861,0
862,1
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,0
879,1
880,0
881,1
882,1
883,0
884,1
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,1
893,0
894,1
895,1
896,0
897,1
898,0
899,1
900,0
901,0
902,0
903,0
904,1
905,1
906,1
907,1
908,0
909,1
910,0
911,0
912,0
913,1
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,1
922,1
923,0
924,1
925,0
926,0
927,1
928,1
929,1
930,0
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,1
939,1
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,1
950,0
951,0
952,0
953,0
954,1
955,0
956,0
957,0
958,0
959,0
960,0
961,1
962,0
963,0
964,0
965,0
966,0
967,0
968,1
969,0
970,0
971,1
972,1
973,0
974,0
975,0
976,0
977,0
978,1
979,0
980,1
981,1
982,0
983,0
984,0
985,1
986,0
987,0
988,0
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,0
997,1
998,0
999,0
1000,0
1001,1
1002,1
1003,1
1004,0
1005,0
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,0
1019,0
1020,1
1021,1
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,1
1029,1
1030,0
1031,0
1032,0
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,0
1044,1
1045,1
1046,1
1047,1
1048,0
1049,1
1050,0
1051,0
1052,0
1053,0
1054,1
1055,0
1056,0
1057,1
1058,1
1059,1
1060,0
1061,0
1062,1
1063,0
1064,1
1065,1
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,1
1080,0
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,0
1088,0
1089,0
1090,1
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,0
1098,1
1099,0
1100,1
1101,0
1102,0
1103,1
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,0
1117,1
1118,1
1119,0
1120,0
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,0
1134,0
1135,0
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,1
1143,0
1144,0
1145,0
1146,0
